"NCAM"	"CD133"	"TUJ1"	"CD15"	"CD49F"	"HLA-DR"	"Nestin"	"CD34"	"PDGFRa"	"CD117"	"CD171"	"SOX2"	"CD44"	"GFAP"	"EGFR"	"S100B"
"8"	-1.53273994626805	0.872306274239944	0.829790290080905	0.324621862915725	-0.340623275563976	-0.790153505606018	-0.0388032350859912	-0.0934496322430138	0.000835179223477888	-0.0210542855349755	-0.0363706190569255	3.48542436430538	-3.49552934678672	-2.57584560798788	-2.33403764276072	5.95009241604996
"14"	-1.5590170987873	-1.37286181218454	0.185600002259702	-0.220134471600816	-0.502943948736928	-0.999241582703995	-0.0532631643314366	-0.0681642378031057	0.0410424536600061	0.0227428147926401	-0.0207732058715769	1.66133070675583	-3.56551797522427	-2.39874690779343	-2.35938496514604	3.59625377838801
"35"	0.554264505748633	-0.312643629673966	-1.08854139973203	0.272094755995771	0.162486071017437	-0.07087257702129	0.236739407400208	0.154613133454038	-0.0470666869710839	0.023880237079281	0.111316885416033	0.914290752256418	0.77187034086018	3.42721394633092	1.28996463327852	-4.50874877743163
"22"	2.67279536560228	-1.17397542308571	0.223792468661783	0.408339378761373	0.155661689452739	-0.00418263724342644	-0.0616118926841958	-0.0451206539980527	0.025004165995688	0.0214931010412053	0.360861325143108	0.847205194979728	1.50373236666563	-0.642897964583791	5.06977399626043	-3.95479436587823
"26"	2.56447953371828	-1.27829611264347	0.779161894927185	0.171232302268948	-0.412328490617908	-0.143519647564048	-0.0119403709619525	-0.084567736339577	0.0179263780189891	-0.0034535888361882	0.508823889154255	1.72000115946565	-0.841333661854896	-1.65738496460858	1.13990325956826	-2.9391679299192
"27"	3.2739416237568	-0.691568986564966	0.66180894665253	0.0717739862816423	0.1091237064861	0.634383631132735	0.182383408917735	0.0609838980165239	-0.0203873303499716	0.0167614257320422	0.527593726022345	-0.556961211115048	1.22796156210346	-0.975873521993204	1.64248593064076	-6.30209724612886
"30"	0.833129980011709	-1.23120112578589	-1.5299056095988	-0.284014534428832	-0.468013990566808	-0.335548961746771	-0.0894922896551358	0.0537921660787284	0.0376035383947997	0.0300940301562247	-0.0395385847037757	-0.74055953132842	0.657863682369833	-1.07632020774743	0.948192355300571	-4.05314896683692
"44"	2.56549420288553	0.767787470729397	2.14552723588109	-0.216156992713156	0.772692959446716	0.459526572063538	1.69183778831307	0.277860165003427	0.142888364249334	-0.0131614486714815	0.154614132888177	1.54988070907925	2.29185469338313	3.99722990174935	1.4823212232351	-9.93180375297884
"36"	0.711714160637732	0.509607358296939	-1.76877462363946	0.652379907936747	0.867405775797048	0.121294303798785	0.037413908484732	0.242730681878937	0.0857693878460644	0.202389599426994	-0.00041148130838934	2.57140880185563	3.2559524481886	1.55028439341063	-1.82539464585999	-8.79825877576034
"43"	0.589111588494375	0.685126520240271	1.10418681885593	0.0680919478164054	2.68350000971145	1.0295861580513	0.726082299269792	1.02784939111313	0.0848501930541258	0.140163119519353	0.0223496518601859	-0.542926581619784	5.18628577851893	0.988946436179566	2.82520713819146	-8.82403939099396
